study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA273359	SAMN03290885	SRS824601	SRX849799	SRR1768858	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768858/SRR1768858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768858/SRR1768858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768858/SRR1768858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768858/SRR1768858_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/008/SRR1768858	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/008/SRR1768858		
PRJNA273359	SAMN03290885	SRS824601	SRX849799	SRR1768859	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768859/SRR1768859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768859/SRR1768859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768859/SRR1768859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768859/SRR1768859_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/009/SRR1768859	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/009/SRR1768859		
PRJNA273359	SAMN03290885	SRS824601	SRX849799	SRR1768860	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768860/SRR1768860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768860/SRR1768860_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768860/SRR1768860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768860/SRR1768860_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/000/SRR1768860	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/000/SRR1768860		
PRJNA273359	SAMN03290895	SRS824602	SRX849800	SRR1768861	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768861/SRR1768861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768861/SRR1768861_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768861/SRR1768861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768861/SRR1768861_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/001/SRR1768861	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/001/SRR1768861		
PRJNA273359	SAMN03290895	SRS824602	SRX849800	SRR1768862	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768862/SRR1768862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768862/SRR1768862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768862/SRR1768862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768862/SRR1768862_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1768862	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1768862		
PRJNA273359	SAMN03290900	SRS824603	SRX849801	SRR1768863	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768863/SRR1768863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768863/SRR1768863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768863/SRR1768863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768863/SRR1768863_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/003/SRR1768863	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/003/SRR1768863		
PRJNA273359	SAMN03290900	SRS824603	SRX849801	SRR1768864	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768864/SRR1768864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768864/SRR1768864_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768864/SRR1768864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768864/SRR1768864_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/004/SRR1768864	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/004/SRR1768864		
PRJNA273359	SAMN03290903	SRS824604	SRX849802	SRR1768865	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768865/SRR1768865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768865/SRR1768865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768865/SRR1768865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768865/SRR1768865_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1768865	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1768865		
PRJNA273359	SAMN03290903	SRS824604	SRX849802	SRR1768866	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768866/SRR1768866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768866/SRR1768866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768866/SRR1768866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768866/SRR1768866_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/006/SRR1768866	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/006/SRR1768866		
PRJNA273359	SAMN03290891	SRS824605	SRX849803	SRR1768867	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768867/SRR1768867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768867/SRR1768867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768867/SRR1768867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768867/SRR1768867_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/007/SRR1768867	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/007/SRR1768867		
PRJNA273359	SAMN03290891	SRS824605	SRX849803	SRR1768868	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768868/SRR1768868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768868/SRR1768868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768868/SRR1768868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768868/SRR1768868_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/008/SRR1768868	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/008/SRR1768868		
PRJNA273359	SAMN03290896	SRS824606	SRX849804	SRR1768869	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768869/SRR1768869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768869/SRR1768869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768869/SRR1768869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768869/SRR1768869_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/009/SRR1768869	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/009/SRR1768869		
PRJNA273359	SAMN03290896	SRS824606	SRX849804	SRR1768870	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768870/SRR1768870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768870/SRR1768870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768870/SRR1768870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768870/SRR1768870_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/000/SRR1768870	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/000/SRR1768870		
PRJNA273359	SAMN03290912	SRS824607	SRX849805	SRR1768871	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768871/SRR1768871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768871/SRR1768871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768871/SRR1768871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768871/SRR1768871_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/001/SRR1768871	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/001/SRR1768871		
PRJNA273359	SAMN03290912	SRS824607	SRX849805	SRR1768872	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768872/SRR1768872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768872/SRR1768872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768872/SRR1768872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768872/SRR1768872_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1768872	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1768872		
PRJNA273359	SAMN03290918	SRS824608	SRX849806	SRR1768873	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768873/SRR1768873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768873/SRR1768873_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768873/SRR1768873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768873/SRR1768873_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/003/SRR1768873	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/003/SRR1768873		
PRJNA273359	SAMN03290918	SRS824608	SRX849806	SRR1768874	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768874/SRR1768874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768874/SRR1768874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768874/SRR1768874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768874/SRR1768874_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/004/SRR1768874	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/004/SRR1768874		
PRJNA273359	SAMN03290893	SRS824609	SRX849807	SRR1768875	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768875/SRR1768875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768875/SRR1768875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768875/SRR1768875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768875/SRR1768875_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1768875	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1768875		
PRJNA273359	SAMN03290893	SRS824609	SRX849807	SRR1768876	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768876/SRR1768876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768876/SRR1768876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768876/SRR1768876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768876/SRR1768876_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/006/SRR1768876	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/006/SRR1768876		
PRJNA273359	SAMN03290907	SRS824610	SRX849808	SRR1768877	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768877/SRR1768877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768877/SRR1768877_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768877/SRR1768877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768877/SRR1768877_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/007/SRR1768877	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/007/SRR1768877		
PRJNA273359	SAMN03290907	SRS824610	SRX849808	SRR1768878	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768878/SRR1768878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768878/SRR1768878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768878/SRR1768878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768878/SRR1768878_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/008/SRR1768878	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/008/SRR1768878		
PRJNA273359	SAMN03290892	SRS824611	SRX849809	SRR1768879	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768879/SRR1768879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768879/SRR1768879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768879/SRR1768879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768879/SRR1768879_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/009/SRR1768879	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/009/SRR1768879		
PRJNA273359	SAMN03290892	SRS824611	SRX849809	SRR1768880	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768880/SRR1768880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768880/SRR1768880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768880/SRR1768880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768880/SRR1768880_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/000/SRR1768880	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/000/SRR1768880		
PRJNA273359	SAMN03290905	SRS824612	SRX849810	SRR1768881	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768881/SRR1768881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768881/SRR1768881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768881/SRR1768881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768881/SRR1768881_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/001/SRR1768881	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/001/SRR1768881		
PRJNA273359	SAMN03290905	SRS824612	SRX849810	SRR1768882	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768882/SRR1768882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768882/SRR1768882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768882/SRR1768882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768882/SRR1768882_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1768882	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1768882		
PRJNA273359	SAMN03290901	SRS824613	SRX849811	SRR1768883	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768883/SRR1768883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768883/SRR1768883_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768883/SRR1768883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768883/SRR1768883_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/003/SRR1768883	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/003/SRR1768883		
PRJNA273359	SAMN03290901	SRS824613	SRX849811	SRR1768884	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768884/SRR1768884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768884/SRR1768884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768884/SRR1768884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768884/SRR1768884_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/004/SRR1768884	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/004/SRR1768884		
PRJNA273359	SAMN03290902	SRS824614	SRX849812	SRR1768885	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768885/SRR1768885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768885/SRR1768885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768885/SRR1768885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768885/SRR1768885_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1768885	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1768885		
PRJNA273359	SAMN03290902	SRS824614	SRX849812	SRR1768886	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768886/SRR1768886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768886/SRR1768886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768886/SRR1768886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768886/SRR1768886_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/006/SRR1768886	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/006/SRR1768886		
PRJNA273359	SAMN03290919	SRS824615	SRX849813	SRR1768887	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768887/SRR1768887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768887/SRR1768887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768887/SRR1768887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768887/SRR1768887_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/007/SRR1768887	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/007/SRR1768887		
PRJNA273359	SAMN03290919	SRS824615	SRX849813	SRR1768888	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768888/SRR1768888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768888/SRR1768888_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768888/SRR1768888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768888/SRR1768888_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/008/SRR1768888	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/008/SRR1768888		
PRJNA273359	SAMN03290904	SRS824580	SRX849778	SRR1768889	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768889/SRR1768889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768889/SRR1768889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768889/SRR1768889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768889/SRR1768889_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/009/SRR1768889	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/009/SRR1768889		
PRJNA273359	SAMN03290904	SRS824580	SRX849778	SRR1768890	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768890/SRR1768890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768890/SRR1768890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768890/SRR1768890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768890/SRR1768890_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/000/SRR1768890	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/000/SRR1768890		
PRJNA273359	SAMN03290897	SRS824581	SRX849779	SRR1768891	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768891/SRR1768891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768891/SRR1768891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768891/SRR1768891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768891/SRR1768891_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/001/SRR1768891	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/001/SRR1768891		
PRJNA273359	SAMN03290897	SRS824581	SRX849779	SRR1768892	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768892/SRR1768892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768892/SRR1768892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768892/SRR1768892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768892/SRR1768892_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1768892	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1768892		
PRJNA273359	SAMN03290887	SRS824582	SRX849780	SRR1768893	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768893/SRR1768893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768893/SRR1768893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768893/SRR1768893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768893/SRR1768893_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/003/SRR1768893	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/003/SRR1768893		
PRJNA273359	SAMN03290887	SRS824582	SRX849780	SRR1768894	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768894/SRR1768894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768894/SRR1768894_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768894/SRR1768894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768894/SRR1768894_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/004/SRR1768894	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/004/SRR1768894		
PRJNA273359	SAMN03290914	SRS824583	SRX849781	SRR1768895	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768895/SRR1768895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768895/SRR1768895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768895/SRR1768895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768895/SRR1768895_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1768895	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1768895		
