study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA303170	SAMN04287711	SRS1174555	SRX1446833	SRR2954293	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/003/SRR2954293/SRR2954293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/003/SRR2954293/SRR2954293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/003/SRR2954293/SRR2954293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/003/SRR2954293/SRR2954293_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR295/003/SRR2954293	ftp.sra.ebi.ac.uk/vol1/srr/SRR295/003/SRR2954293		
PRJNA303170	SAMN04287712	SRS1174554	SRX1446834	SRR2954294	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/004/SRR2954294/SRR2954294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/004/SRR2954294/SRR2954294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/004/SRR2954294/SRR2954294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/004/SRR2954294/SRR2954294_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR295/004/SRR2954294	ftp.sra.ebi.ac.uk/vol1/srr/SRR295/004/SRR2954294		
PRJNA303170	SAMN07614911	SRS2497399	SRX3167237	SRR6014240	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/000/SRR6014240/SRR6014240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/000/SRR6014240/SRR6014240_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/000/SRR6014240/SRR6014240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/000/SRR6014240/SRR6014240_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR601/000/SRR6014240	ftp.sra.ebi.ac.uk/vol1/srr/SRR601/000/SRR6014240		
PRJNA303170	SAMN07614910	SRS2497400	SRX3167238	SRR6014241	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/001/SRR6014241/SRR6014241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/001/SRR6014241/SRR6014241_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/001/SRR6014241/SRR6014241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/001/SRR6014241/SRR6014241_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR601/001/SRR6014241	ftp.sra.ebi.ac.uk/vol1/srr/SRR601/001/SRR6014241		
PRJNA303170	SAMN07614909	SRS2497401	SRX3167239	SRR6014242	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/002/SRR6014242/SRR6014242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/002/SRR6014242/SRR6014242_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/002/SRR6014242/SRR6014242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/002/SRR6014242/SRR6014242_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR601/002/SRR6014242	ftp.sra.ebi.ac.uk/vol1/srr/SRR601/002/SRR6014242		
PRJNA303170	SAMN07622511	SRS2500966	SRX3171005	SRR6019852	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/002/SRR6019852/SRR6019852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/002/SRR6019852/SRR6019852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/002/SRR6019852/SRR6019852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/002/SRR6019852/SRR6019852_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR601/002/SRR6019852	ftp.sra.ebi.ac.uk/vol1/srr/SRR601/002/SRR6019852		
PRJNA303170	SAMN07622511	SRS2500966	SRX3171005	SRR6019853	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/003/SRR6019853/SRR6019853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/003/SRR6019853/SRR6019853_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/003/SRR6019853/SRR6019853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/003/SRR6019853/SRR6019853_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR601/003/SRR6019853	ftp.sra.ebi.ac.uk/vol1/srr/SRR601/003/SRR6019853		
PRJNA303170	SAMN07622510	SRS2500967	SRX3171006	SRR6019854	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/004/SRR6019854/SRR6019854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/004/SRR6019854/SRR6019854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/004/SRR6019854/SRR6019854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/004/SRR6019854/SRR6019854_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR601/004/SRR6019854	ftp.sra.ebi.ac.uk/vol1/srr/SRR601/004/SRR6019854		
PRJNA303170	SAMN07622510	SRS2500967	SRX3171006	SRR6019855	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/005/SRR6019855/SRR6019855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/005/SRR6019855/SRR6019855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/005/SRR6019855/SRR6019855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/005/SRR6019855/SRR6019855_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR601/005/SRR6019855	ftp.sra.ebi.ac.uk/vol1/srr/SRR601/005/SRR6019855		
PRJNA303170	SAMN07622509	SRS2500968	SRX3171007	SRR6019856	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/006/SRR6019856/SRR6019856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/006/SRR6019856/SRR6019856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/006/SRR6019856/SRR6019856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/006/SRR6019856/SRR6019856_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR601/006/SRR6019856	ftp.sra.ebi.ac.uk/vol1/srr/SRR601/006/SRR6019856		
PRJNA303170	SAMN07622509	SRS2500968	SRX3171007	SRR6019857	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/007/SRR6019857/SRR6019857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/007/SRR6019857/SRR6019857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/007/SRR6019857/SRR6019857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/007/SRR6019857/SRR6019857_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR601/007/SRR6019857	ftp.sra.ebi.ac.uk/vol1/srr/SRR601/007/SRR6019857		
PRJNA303170	SAMN07622508	SRS2500969	SRX3171008	SRR6019858	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/008/SRR6019858/SRR6019858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/008/SRR6019858/SRR6019858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/008/SRR6019858/SRR6019858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/008/SRR6019858/SRR6019858_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR601/008/SRR6019858	ftp.sra.ebi.ac.uk/vol1/srr/SRR601/008/SRR6019858		
PRJNA303170	SAMN07622508	SRS2500969	SRX3171008	SRR6019859	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/009/SRR6019859/SRR6019859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/009/SRR6019859/SRR6019859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/009/SRR6019859/SRR6019859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/009/SRR6019859/SRR6019859_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR601/009/SRR6019859	ftp.sra.ebi.ac.uk/vol1/srr/SRR601/009/SRR6019859		
